ticket_id,repo_name,commit_id,file_dir,file_count
Lang-380,Lang,,/Lang/src/java/org/apache/commons/lang/math/Fraction.java,2
Lang-380,Lang,,/Lang/src/test/org/apache/commons/lang/math/FractionTest.java,2
