ticket_id,repo_name,commit_id,file_dir,file_count
Lang-328,Lang,,/Lang/src/java/org/apache/commons/lang/LocaleUtils.java,2
Lang-328,Lang,,/Lang/src/test/org/apache/commons/lang/LocaleUtilsTest.java,2
