ticket_id,repo_name,commit_id,file_dir,file_count
Lang-393,Lang,,/Lang/src/java/org/apache/commons/lang/builder/EqualsBuilder.java,2
Lang-393,Lang,,/Lang/src/test/org/apache/commons/lang/builder/EqualsBuilderTest.java,2
